Name,Career Height,Career Weight,Career Points,Career Games,Career Assists,Career Def Rebounds,Career Off Rebounds,Career Turnovers,Career Blocks,Career Steals,Career Free Throw Percentage,Career Three Point Percentage,Career Field Goal Percentage,Career PER,Career Win Shares,Offensive Win Shares,Defensive Win Shares,Career Usage Percentage,VORP,Box Plus Minus,True Shooting Per,PPG,APG,TPG,BPG,SPG,RPG
Jordan Bell,80.0,216.0,578.0,154.0,194.0,327.0,145.0,114.0,117.0,58.0,0.638,0.222,0.563,15.3,4.9,2.3,2.6,14.1,1.2,0.5,0.584,3.7532467532467533,1.2597402597402598,0.7402597402597403,0.7597402597402597,0.37662337662337664,3.064935064935065
Delon Wright,77.0,183.0,1935.0,263.0,756.0,605.0,203.0,264.0,98.0,271.0,0.794,0.345,0.451,16.0,14.8,7.8,7.0,17.0,5.6,2.2,0.549,7.357414448669202,2.8745247148288975,1.0038022813688212,0.3726235741444867,1.0304182509505704,3.072243346007604
Dorian Finney-Smith,79.0,220.0,1678.0,247.0,285.0,698.0,340.0,203.0,102.0,175.0,0.725,0.327,0.425,10.2,9.3,3.8,5.5,13.0,0.6,-1.6,0.538,6.793522267206478,1.1538461538461537,0.8218623481781376,0.41295546558704455,0.708502024291498,4.20242914979757
Tim Hardaway Jr.,77.0,205.0,6265.0,466.0,864.0,1070.0,161.0,516.0,66.0,295.0,0.814,0.354,0.421,13.7,19.3,12.8,6.5,22.3,3.2,-1.0,0.546,13.444206008583691,1.854077253218884,1.1072961373390557,0.14163090128755365,0.6330472103004292,2.6416309012875536
Seth Curry,74.0,185.0,2523.0,251.0,442.0,414.0,87.0,249.0,30.0,175.0,0.844,0.443,0.476,14.4,12.7,8.9,3.8,18.3,3.5,0.5,0.613,10.05179282868526,1.7609561752988048,0.9920318725099602,0.11952191235059761,0.6972111553784861,1.99601593625498
Justin Jackson,79.0,210.0,1365.0,207.0,219.0,443.0,98.0,81.0,37.0,72.0,0.78,0.325,0.433,10.2,5.1,3.1,2.1,14.6,-0.6,-2.6,0.531,6.594202898550725,1.0579710144927537,0.391304347826087,0.178743961352657,0.34782608695652173,2.6135265700483092
Jalen Brunson,73.0,190.0,1144.0,130.0,418.0,256.0,47.0,154.0,8.0,59.0,0.759,0.352,0.467,13.6,4.9,3.2,1.7,19.6,0.5,-1.3,0.551,8.8,3.2153846153846155,1.1846153846153846,0.06153846153846154,0.45384615384615384,2.330769230769231
Dwight Powell,82.0,240.0,2867.0,371.0,364.0,1166.0,545.0,247.0,173.0,251.0,0.739,0.293,0.563,18.1,26.1,17.6,8.6,16.2,6.1,1.5,0.633,7.727762803234501,0.9811320754716981,0.6657681940700808,0.46630727762803237,0.6765498652291105,4.611859838274933
Courtney Lee,77.0,215.0,7765.0,811.0,1353.0,1763.0,364.0,762.0,213.0,809.0,0.853,0.388,0.451,12.2,39.4,20.9,18.4,16.1,7.9,-0.6,0.549,9.574599260172626,1.6683107274969173,0.9395807644882861,0.2626387176325524,0.9975339087546239,2.62268803945746
Willie Cauley-Stein,84.0,240.0,3361.0,349.0,553.0,1579.0,615.0,348.0,289.0,323.0,0.611,0.211,0.539,17.0,20.3,10.9,9.5,17.8,4.3,0.1,0.559,9.630372492836676,1.5845272206303724,0.997134670487106,0.828080229226361,0.9255014326647565,6.286532951289398
Michael Kidd-Gilchrist,78.0,232.0,3742.0,442.0,514.0,1707.0,701.0,397.0,303.0,296.0,0.715,0.272,0.474,13.5,21.0,9.6,11.4,16.3,0.6,-1.8,0.524,8.46606334841629,1.16289592760181,0.8981900452488688,0.6855203619909502,0.669683257918552,5.447963800904978
Antonius Cleveland,77.0,195.0,28.0,23.0,2.0,14.0,3.0,8.0,6.0,8.0,0.625,0.6,0.37,4.3,0.0,-0.2,0.2,11.8,-0.1,-5.7,0.459,1.2173913043478262,0.08695652173913043,0.34782608695652173,0.2608695652173913,0.34782608695652173,0.7391304347826088
Trey Burke,72.0,175.0,4071.0,386.0,1354.0,627.0,149.0,487.0,44.0,217.0,0.798,0.343,0.41,14.0,11.1,7.0,4.1,23.3,1.9,-1.1,0.496,10.546632124352332,3.5077720207253886,1.261658031088083,0.11398963730569948,0.5621761658031088,2.010362694300518
Monte Morris,74.0,175.0,1410.0,150.0,534.0,253.0,55.0,98.0,20.0,129.0,0.814,0.398,0.48,15.8,9.8,6.8,3.0,17.1,2.6,1.0,0.561,9.4,3.56,0.6533333333333333,0.13333333333333333,0.86,2.0533333333333332
Jerami Grant,80.0,214.0,4111.0,447.0,475.0,1306.0,421.0,415.0,503.0,263.0,0.666,0.348,0.463,12.8,22.3,10.6,11.7,16.0,3.1,-0.9,0.558,9.196868008948545,1.0626398210290828,0.9284116331096197,1.1252796420581654,0.5883668903803132,3.8635346756152127
Will Barton,77.0,175.0,5492.0,496.0,1248.0,1716.0,373.0,677.0,205.0,371.0,0.786,0.347,0.434,14.6,20.9,11.1,9.8,21.0,6.2,0.0,0.531,11.07258064516129,2.5161290322580645,1.3649193548387097,0.41330645161290325,0.7479838709677419,4.211693548387097
Gary Harris,76.0,205.0,4459.0,368.0,779.0,734.0,227.0,459.0,81.0,460.0,0.803,0.36,0.454,13.1,18.1,11.1,7.1,18.1,3.0,-0.9,0.558,12.116847826086957,2.1168478260869565,1.247282608695652,0.22010869565217392,1.25,2.6114130434782608
Jamal Murray,76.0,201.0,4563.0,293.0,1073.0,815.0,230.0,567.0,95.0,261.0,0.882,0.358,0.439,15.5,16.1,10.3,5.9,23.7,4.2,-0.1,0.55,15.573378839590443,3.6621160409556315,1.9351535836177474,0.3242320819112628,0.8907849829351536,3.5665529010238908
Mason Plumlee,83.0,238.0,4369.0,524.0,1154.0,2228.0,1031.0,772.0,485.0,395.0,0.563,0.065,0.574,17.9,34.0,18.9,15.1,17.5,9.6,1.3,0.587,8.337786259541986,2.2022900763358777,1.4732824427480915,0.9255725190839694,0.7538167938931297,6.219465648854962
Torrey Craig,79.0,215.0,841.0,164.0,131.0,369.0,177.0,86.0,93.0,67.0,0.669,0.321,0.45,10.3,5.6,2.7,2.9,12.2,-0.1,-2.2,0.548,5.128048780487805,0.7987804878048781,0.524390243902439,0.5670731707317073,0.40853658536585363,3.3292682926829267
Michael Porter Jr.,82.0,215.0,358.0,48.0,35.0,146.0,53.0,35.0,19.0,20.0,0.767,0.422,0.495,18.5,2.0,1.0,0.9,22.0,0.5,0.8,0.589,7.458333333333333,0.7291666666666666,0.7291666666666666,0.3958333333333333,0.4166666666666667,4.145833333333333
Paul Millsap,79.0,250.0,13857.0,989.0,2238.0,5049.0,2215.0,1750.0,994.0,1260.0,0.737,0.343,0.491,19.0,91.6,47.9,43.7,22.0,29.2,2.0,0.56,14.011122345803843,2.262891809908999,1.769464105156724,1.0050556117290192,1.2740141557128413,7.34479271991911
PJ Dozier,78.0,205.0,107.0,29.0,34.0,37.0,11.0,12.0,5.0,9.0,0.615,0.25,0.395,10.3,0.2,-0.1,0.3,19.8,-0.2,-4.8,0.447,3.689655172413793,1.1724137931034482,0.41379310344827586,0.1724137931034483,0.3103448275862069,1.6551724137931036
Noah Vonleh,82.0,257.0,1655.0,332.0,255.0,1270.0,470.0,265.0,136.0,137.0,0.692,0.31,0.46,12.0,9.3,3.3,6.0,14.1,-0.5,-2.3,0.527,4.984939759036145,0.7680722891566265,0.7981927710843374,0.40963855421686746,0.4126506024096386,5.240963855421687
Keita Bates-Diop,80.0,229.0,409.0,69.0,47.0,158.0,37.0,28.0,35.0,35.0,0.691,0.301,0.426,11.3,1.4,0.6,0.9,15.0,0.0,-1.9,0.521,5.927536231884058,0.6811594202898551,0.4057971014492754,0.5072463768115942,0.5072463768115942,2.8260869565217392
Troy Daniels,76.0,205.0,2206.0,334.0,182.0,366.0,74.0,184.0,21.0,97.0,0.799,0.396,0.401,10.4,5.2,3.3,1.9,18.9,-0.3,-2.2,0.561,6.604790419161676,0.5449101796407185,0.5508982035928144,0.06287425149700598,0.2904191616766467,1.317365269461078
Langston Galloway,73.0,200.0,3452.0,405.0,694.0,844.0,202.0,250.0,64.0,295.0,0.81,0.367,0.396,11.5,13.7,7.3,6.4,17.1,1.4,-1.4,0.519,8.523456790123456,1.7135802469135804,0.6172839506172839,0.1580246913580247,0.7283950617283951,2.582716049382716
Christian Wood,82.0,214.0,1078.0,113.0,73.0,392.0,148.0,110.0,77.0,49.0,0.734,0.368,0.546,22.0,6.4,4.3,2.1,22.7,1.9,2.2,0.636,9.539823008849558,0.6460176991150443,0.9734513274336283,0.6814159292035398,0.4336283185840708,4.778761061946903
Tony Snell,78.0,213.0,3236.0,501.0,582.0,1018.0,138.0,289.0,118.0,237.0,0.838,0.385,0.428,9.1,16.1,8.1,8.0,12.6,0.0,-2.0,0.56,6.4590818363273454,1.1616766467065869,0.5768463073852296,0.23552894211576847,0.47305389221556887,2.3073852295409183
Bruce Brown,76.0,202.0,836.0,132.0,321.0,350.0,109.0,146.0,65.0,103.0,0.743,0.302,0.424,9.6,3.6,0.6,2.9,13.9,-0.2,-2.2,0.498,6.333333333333333,2.4318181818181817,1.106060606060606,0.49242424242424243,0.7803030303030303,3.477272727272727
Sviatoslav Mykhailiuk,79.0,205.0,637.0,98.0,143.0,114.0,26.0,82.0,5.0,55.0,0.767,0.385,0.389,9.9,1.5,0.6,0.9,16.9,-0.3,-2.7,0.545,6.5,1.4591836734693877,0.8367346938775511,0.05102040816326531,0.5612244897959183,1.4285714285714286
Derrick Rose,74.0,200.0,11185.0,596.0,3334.0,1534.0,497.0,1576.0,204.0,450.0,0.827,0.304,0.456,18.3,39.7,24.6,15.1,28.0,16.5,1.3,0.526,18.766778523489933,5.593959731543624,2.6442953020134228,0.3422818791946309,0.7550335570469798,3.407718120805369
Luke Kennard,77.0,206.0,1613.0,164.0,353.0,415.0,42.0,169.0,29.0,82.0,0.863,0.402,0.441,12.6,7.0,4.0,3.0,18.2,1.2,-0.8,0.568,9.835365853658537,2.152439024390244,1.0304878048780488,0.17682926829268292,0.5,2.786585365853658
Blake Griffin,81.0,250.0,13479.0,622.0,2749.0,4156.0,1345.0,1617.0,321.0,554.0,0.694,0.333,0.498,22.0,75.2,49.9,25.3,28.1,31.9,3.8,0.561,21.670418006430868,4.419614147909968,2.59967845659164,0.5160771704180064,0.8906752411575563,8.844051446945338
John Henson,81.0,219.0,3383.0,445.0,496.0,1566.0,802.0,496.0,642.0,211.0,0.568,0.25,0.54,17.1,20.7,9.5,11.2,18.1,3.4,-0.4,0.557,7.602247191011236,1.1146067415730336,1.1146067415730336,1.442696629213483,0.47415730337078654,5.321348314606741
Louis King,79.0,195.0,20.0,10.0,5.0,9.0,1.0,2.0,0.0,2.0,0.0,0.364,0.381,6.3,0.0,-0.1,0.0,17.1,-0.1,-6.2,0.448,2.0,0.5,0.2,0.0,0.2,1.0
Brandon Knight,74.0,195.0,6269.0,446.0,1769.0,1141.0,236.0,1086.0,75.0,385.0,0.806,0.353,0.411,13.7,11.5,5.5,6.0,24.2,1.5,-1.6,0.518,14.056053811659194,3.9663677130044843,2.4349775784753365,0.1681614349775785,0.8632286995515696,3.0874439461883405
Khyri Thomas,75.0,210.0,78.0,34.0,11.0,16.0,5.0,7.0,5.0,10.0,0.6,0.306,0.314,5.4,0.0,-0.3,0.3,16.8,-0.2,-5.7,0.421,2.2941176470588234,0.3235294117647059,0.20588235294117646,0.14705882352941177,0.29411764705882354,0.6176470588235294
Jordan McRae,77.0,179.0,846.0,123.0,167.0,191.0,34.0,87.0,30.0,45.0,0.772,0.355,0.417,13.2,1.7,0.9,0.8,22.7,0.0,-2.1,0.519,6.878048780487805,1.3577235772357723,0.7073170731707317,0.24390243902439024,0.36585365853658536,1.8292682926829267
Justin Patton,83.0,241.0,16.0,9.0,5.0,8.0,3.0,2.0,0.0,3.0,0.5,0.167,0.368,8.4,0.0,-0.1,0.1,19.4,0.0,-5.6,0.402,1.7777777777777777,0.5555555555555556,0.2222222222222222,0.0,0.3333333333333333,1.222222222222222
Eric Paschall,78.0,255.0,837.0,60.0,127.0,193.0,82.0,94.0,13.0,32.0,0.774,0.287,0.497,14.5,2.1,1.6,0.5,21.4,-0.3,-2.7,0.571,13.95,2.1166666666666667,1.5666666666666667,0.21666666666666667,0.5333333333333333,4.583333333333334
Marquese Chriss,81.0,240.0,2039.0,256.0,279.0,924.0,326.0,329.0,213.0,174.0,0.669,0.29,0.456,13.4,5.7,1.0,4.7,19.1,-0.3,-2.3,0.533,7.96484375,1.08984375,1.28515625,0.83203125,0.6796875,4.8828125
Jordan Poole,76.0,195.0,503.0,57.0,134.0,109.0,9.0,74.0,10.0,35.0,0.798,0.279,0.333,7.2,-1.2,-1.6,0.4,21.1,-1.5,-6.6,0.454,8.824561403508772,2.3508771929824563,1.2982456140350878,0.17543859649122806,0.6140350877192983,2.070175438596491
Damion Lee,77.0,210.0,940.0,96.0,175.0,323.0,51.0,92.0,7.0,82.0,0.853,0.346,0.419,12.4,2.8,1.3,1.5,18.7,-0.1,-2.2,0.542,9.791666666666666,1.8229166666666667,0.9583333333333334,0.07291666666666667,0.8541666666666666,3.8958333333333335
Ky Bowman,73.0,181.0,335.0,45.0,131.0,97.0,24.0,70.0,10.0,44.0,0.829,0.308,0.417,9.2,-0.1,-0.6,0.6,17.2,-0.6,-4.3,0.494,7.444444444444445,2.911111111111111,1.5555555555555556,0.2222222222222222,0.9777777777777777,2.6888888888888887
Draymond Green,78.0,230.0,5170.0,576.0,2855.0,3318.0,648.0,1187.0,609.0,789.0,0.71,0.319,0.435,15.1,44.4,15.4,29.0,16.2,19.5,2.8,0.531,8.975694444444445,4.956597222222222,2.060763888888889,1.0572916666666667,1.3697916666666667,6.885416666666667
Kevon Looney,81.0,220.0,979.0,224.0,214.0,479.0,353.0,112.0,132.0,107.0,0.601,0.15,0.57,15.4,10.3,6.2,4.1,13.1,1.1,-0.5,0.587,4.370535714285714,0.9553571428571429,0.5,0.5892857142857143,0.47767857142857145,3.7142857142857144
Andrew Wiggins,79.0,194.0,8943.0,454.0,1065.0,1405.0,572.0,954.0,278.0,452.0,0.732,0.332,0.441,14.7,15.0,9.5,5.4,25.6,0.2,-1.9,0.522,19.698237885462554,2.345814977973568,2.101321585903084,0.6123348017621145,0.9955947136563876,4.354625550660793
Mychal Mulder,76.0,185.0,77.0,7.0,8.0,20.0,3.0,5.0,1.0,2.0,0.75,0.308,0.388,7.8,0.1,0.1,0.0,16.2,-0.2,-6.1,0.533,11.0,1.1428571428571428,0.7142857142857143,0.14285714285714285,0.2857142857142857,3.2857142857142856
Stephen Curry,75.0,190.0,16419.0,699.0,4621.0,2668.0,490.0,2179.0,156.0,1205.0,0.906,0.435,0.476,23.8,103.2,76.5,26.7,27.9,50.7,6.4,0.623,23.489270386266096,6.6108726752503575,3.117310443490701,0.22317596566523606,1.7238912732474965,4.517882689556509
Chasson Randle,74.0,185.0,413.0,78.0,136.0,74.0,16.0,62.0,5.0,36.0,0.802,0.378,0.411,10.8,1.3,1.0,0.4,17.0,-0.4,-3.4,0.561,5.294871794871795,1.7435897435897436,0.7948717948717948,0.0641025641025641,0.46153846153846156,1.1538461538461537
Klay Thompson,78.0,215.0,11995.0,615.0,1416.0,1857.0,273.0,1053.0,332.0,561.0,0.848,0.419,0.459,16.4,46.8,28.0,18.8,24.7,14.2,0.7,0.575,19.504065040650406,2.3024390243902437,1.7121951219512195,0.5398373983739837,0.9121951219512195,3.4634146341463414
P.J. Tucker,77.0,245.0,4760.0,646.0,925.0,2748.0,1016.0,652.0,200.0,783.0,0.749,0.362,0.423,10.6,34.0,15.0,19.0,11.7,6.7,-0.6,0.535,7.368421052631579,1.431888544891641,1.0092879256965945,0.30959752321981426,1.2120743034055728,5.826625386996904
Ben McLemore,75.0,195.0,3858.0,431.0,461.0,854.0,194.0,507.0,83.0,285.0,0.78,0.363,0.421,9.6,7.6,3.1,4.6,17.5,-2.7,-3.0,0.54,8.951276102088167,1.0696055684454757,1.1763341067285382,0.1925754060324826,0.6612529002320185,2.4315545243619487
James Harden,77.0,220.0,20723.0,826.0,5193.0,3742.0,646.0,3043.0,436.0,1295.0,0.858,0.363,0.442,24.7,133.3,100.7,32.6,30.7,63.6,6.9,0.61,25.088377723970943,6.286924939467313,3.6840193704600486,0.5278450363196125,1.5677966101694916,5.312348668280872
Austin Rivers,75.0,200.0,4964.0,544.0,1250.0,942.0,188.0,604.0,100.0,378.0,0.64,0.348,0.418,10.2,11.3,4.4,6.9,18.2,-3.5,-3.0,0.508,9.125,2.297794117647059,1.1102941176470589,0.18382352941176472,0.6948529411764706,2.077205882352941
Danuel House,78.0,215.0,1111.0,121.0,143.0,369.0,94.0,95.0,49.0,92.0,0.797,0.369,0.44,11.8,6.3,3.9,2.4,14.0,1.1,-0.7,0.588,9.181818181818182,1.1818181818181819,0.7851239669421488,0.4049586776859504,0.7603305785123967,3.8264462809917354
Russell Westbrook,75.0,200.0,20315.0,874.0,7267.0,4721.0,1465.0,3562.0,267.0,1530.0,0.8,0.304,0.437,23.5,101.3,60.5,40.7,32.7,52.1,4.8,0.53,23.24370709382151,8.314645308924485,4.075514874141876,0.30549199084668194,1.7505720823798627,7.077803203661327
Eric Gordon,75.0,215.0,10991.0,663.0,1894.0,1360.0,274.0,1306.0,226.0,598.0,0.811,0.37,0.425,14.3,34.3,24.8,9.6,22.8,8.7,-0.4,0.558,16.57767722473605,2.856711915535445,1.9698340874811464,0.34087481146304677,0.9019607843137255,2.4645550527903466
Chris Clemons,69.0,180.0,141.0,29.0,22.0,20.0,3.0,17.0,5.0,6.0,0.857,0.351,0.405,12.6,0.2,0.1,0.2,24.0,0.1,-1.3,0.546,4.862068965517241,0.7586206896551724,0.5862068965517241,0.1724137931034483,0.20689655172413793,0.7931034482758621
Robert Covington,79.0,211.0,4949.0,388.0,580.0,1838.0,361.0,669.0,339.0,637.0,0.811,0.358,0.407,13.5,21.1,5.0,16.1,18.9,7.4,0.5,0.555,12.755154639175258,1.4948453608247423,1.7242268041237114,0.8737113402061856,1.6417525773195876,5.667525773195877
Jeff Green,80.0,235.0,11657.0,900.0,1403.0,3156.0,832.0,1350.0,481.0,650.0,0.805,0.334,0.441,13.2,41.6,19.0,22.7,20.5,4.3,-1.3,0.538,12.952222222222222,1.558888888888889,1.5,0.5344444444444445,0.7222222222222222,4.431111111111111
Michael Frazier,75.0,200.0,14.0,8.0,1.0,2.0,1.0,2.0,0.0,2.0,0.667,0.25,0.364,2.4,0.0,0.0,0.0,9.8,-0.1,-8.8,0.513,1.75,0.125,0.25,0.0,0.25,0.375
DeMarre Carroll,78.0,215.0,5136.0,575.0,719.0,1792.0,654.0,497.0,150.0,520.0,0.74,0.358,0.43,13.3,29.4,15.4,14.0,17.0,6.7,0.0,0.545,8.932173913043478,1.2504347826086957,0.8643478260869565,0.2608695652173913,0.9043478260869565,4.253913043478261
David Nwaba,77.0,219.0,1113.0,161.0,180.0,442.0,155.0,125.0,65.0,119.0,0.661,0.344,0.492,12.4,5.4,3.1,2.3,14.7,-0.1,-2.0,0.561,6.913043478260869,1.1180124223602483,0.7763975155279503,0.40372670807453415,0.7391304347826086,3.708074534161491
Justin Holiday,78.0,181.0,3445.0,422.0,607.0,1064.0,158.0,380.0,177.0,416.0,0.826,0.362,0.397,11.1,12.0,2.4,9.6,16.4,2.1,-1.1,0.528,8.163507109004739,1.438388625592417,0.9004739336492891,0.4194312796208531,0.985781990521327,2.895734597156398
T.J. McConnell,73.0,190.0,2419.0,377.0,1778.0,885.0,179.0,588.0,61.0,444.0,0.778,0.335,0.492,13.9,15.3,6.1,9.2,15.3,2.8,-0.6,0.529,6.416445623342175,4.7161803713527854,1.5596816976127321,0.16180371352785147,1.1777188328912467,2.8222811671087533
Domantas Sabonis,83.0,240.0,3530.0,291.0,755.0,1735.0,586.0,550.0,124.0,174.0,0.722,0.321,0.522,17.2,20.6,10.0,10.6,21.3,4.6,0.5,0.574,12.130584192439862,2.5945017182130585,1.8900343642611683,0.4261168384879725,0.5979381443298969,7.975945017182131
Doug McDermott,79.0,225.0,3302.0,403.0,339.0,739.0,143.0,246.0,40.0,77.0,0.825,0.413,0.465,11.2,13.6,9.1,4.5,16.9,-0.1,-2.1,0.581,8.193548387096774,0.8411910669975186,0.6104218362282878,0.09925558312655088,0.19106699751861042,2.1885856079404467
T.J. Warren,80.0,215.0,4894.0,322.0,380.0,880.0,440.0,330.0,161.0,317.0,0.777,0.35,0.504,16.4,18.3,12.7,5.6,21.8,3.7,-0.4,0.561,15.198757763975156,1.1801242236024845,1.0248447204968945,0.5,0.984472049689441,4.099378881987578
Aaron Holiday,72.0,185.0,840.0,108.0,280.0,173.0,26.0,115.0,26.0,66.0,0.844,0.373,0.405,11.8,2.6,0.4,2.2,20.2,0.2,-1.6,0.517,7.777777777777778,2.5925925925925926,1.0648148148148149,0.24074074074074073,0.6111111111111112,1.8425925925925926
Myles Turner,83.0,250.0,4255.0,335.0,410.0,1758.0,471.0,436.0,695.0,239.0,0.768,0.354,0.488,16.9,25.9,10.2,15.7,19.6,6.2,0.6,0.565,12.701492537313433,1.2238805970149254,1.3014925373134327,2.074626865671642,0.7134328358208956,6.653731343283582
Malcolm Brogdon,77.0,229.0,3177.0,235.0,1017.0,708.0,175.0,385.0,46.0,204.0,0.895,0.385,0.472,16.2,16.8,10.8,6.1,20.7,4.4,0.6,0.572,13.519148936170213,4.327659574468085,1.6382978723404256,0.19574468085106383,0.8680851063829788,3.7574468085106383
Jeremy Lamb,77.0,185.0,5032.0,481.0,770.0,1536.0,252.0,407.0,173.0,352.0,0.851,0.339,0.444,15.8,23.4,12.0,11.4,21.7,7.0,0.7,0.544,10.461538461538462,1.6008316008316008,0.8461538461538461,0.3596673596673597,0.7318087318087318,3.7172557172557177
JaKarr Sampson,79.0,215.0,1052.0,199.0,145.0,400.0,122.0,165.0,93.0,82.0,0.663,0.251,0.463,10.3,2.8,0.2,2.6,16.4,-1.4,-3.8,0.526,5.28643216080402,0.7286432160804021,0.8291457286432161,0.46733668341708545,0.4120603015075377,2.623115577889447
Edmond Sumner,76.0,176.0,182.0,49.0,49.0,43.0,19.0,29.0,13.0,27.0,0.641,0.262,0.398,9.2,0.4,-0.4,0.7,17.5,-0.3,-3.9,0.471,3.7142857142857144,1.0,0.5918367346938775,0.2653061224489796,0.5510204081632653,1.2653061224489797
