Name,Career Height,Career Weight,Career Points,Career Games,Career Assists,Career Def Rebounds,Career Off Rebounds,Career Turnovers,Career Blocks,Career Steals,Career Free Throw Percentage,Career Three Point Percentage,Career Field Goal Percentage,Career Win Shares,Offensive Win Shares,Defensive Win Shares,Career Usage Percentage,Box Plus Minus,True Shooting Per,PPG,APG,TPG,BPG,SPG,RPG
De'Andre Hunter,79.0,225.0,882.0,71.0,111.0,220.0,90.0,83.0,35.0,41.0,0.773,0.419,0.509,11.0,6.8,4.2,24.7,10.5,0.606,12.422535211267606,1.5633802816901408,1.1690140845070423,0.49295774647887325,0.5774647887323944,4.366197183098592
Trae Young,74.0,180.0,876.0,32.0,279.0,111.0,14.0,167.0,8.0,54.0,0.861,0.36,0.422,5.7,4.6,1.1,37.1,11.1,0.585,27.375,8.71875,5.21875,0.25,1.6875,3.90625
Vince Carter,79.0,215.0,1267.0,103.0,197.0,-999.0,-999.0,83.0,80.0,114.0,0.705,0.368,0.547,14.8,9.0,5.8,-999.0,-999.0,0.622,12.300970873786408,1.912621359223301,0.8058252427184466,0.7766990291262136,1.1067961165048543,-19.398058252427184
Cam Reddish,80.0,218.0,485.0,36.0,70.0,113.0,20.0,96.0,21.0,56.0,0.772,0.333,0.356,3.0,0.8,2.2,25.3,4.5,0.499,13.472222222222221,1.9444444444444444,2.6666666666666665,0.5833333333333334,1.5555555555555556,3.6944444444444446
Kevin Huerter,79.0,190.0,779.0,65.0,196.0,271.0,53.0,126.0,44.0,52.0,0.748,0.394,0.466,7.8,4.6,3.2,19.3,7.7,0.603,11.984615384615385,3.0153846153846153,1.9384615384615385,0.676923076923077,0.8,4.984615384615385
Bruno Fernando,82.0,240.0,770.0,64.0,89.0,413.0,145.0,148.0,101.0,33.0,0.763,0.308,0.595,8.3,4.5,3.8,23.1,8.1,0.638,12.03125,1.390625,2.3125,1.578125,0.515625,8.71875
Damian Jones,82.0,248.0,1313.0,99.0,71.0,423.0,207.0,197.0,167.0,37.0,0.565,,0.566,10.1,5.2,4.9,26.6,3.7,0.573,13.262626262626263,0.7171717171717171,1.9898989898989898,1.6868686868686869,0.37373737373737376,6.363636363636363
DeAndre' Bembry,78.0,210.0,1590.0,101.0,364.0,535.0,137.0,248.0,78.0,143.0,0.628,0.312,0.457,12.8,6.4,6.3,24.9,6.0,0.528,15.742574257425742,3.603960396039604,2.4554455445544554,0.7722772277227723,1.4158415841584158,6.653465346534654
John Collins,82.0,218.0,859.0,64.0,24.0,270.0,176.0,91.0,75.0,30.0,0.729,,0.601,7.1,5.7,1.4,27.8,7.4,0.638,13.421875,0.375,1.421875,1.171875,0.46875,6.96875
Brandon Goodwin,72.0,180.0,1651.0,126.0,477.0,396.0,116.0,290.0,11.0,137.0,0.716,0.301,0.474,13.3,8.9,4.3,24.1,2.2,0.563,13.103174603174603,3.7857142857142856,2.3015873015873014,0.0873015873015873,1.0873015873015872,4.063492063492063
Jeff Teague,74.0,180.0,1000.0,61.0,184.0,153.0,31.0,180.0,35.0,113.0,0.812,0.421,0.462,9.1,5.6,3.5,24.3,-999.0,0.586,16.39344262295082,3.0163934426229506,2.9508196721311477,0.5737704918032787,1.8524590163934427,3.0163934426229506
Treveon Graham,78.0,220.0,1882.0,140.0,199.0,512.0,293.0,191.0,29.0,111.0,0.691,0.354,0.432,18.0,11.4,6.6,26.8,7.3,0.542,13.442857142857143,1.4214285714285715,1.3642857142857143,0.20714285714285716,0.7928571428571428,5.75
Dewayne Dedmon,84.0,255.0,360.0,51.0,25.0,206.0,119.0,78.0,85.0,48.0,0.614,0.0,0.52,3.6,1.2,2.4,19.5,3.9,0.536,7.0588235294117645,0.49019607843137253,1.5294117647058822,1.6666666666666667,0.9411764705882353,6.372549019607844
Spencer Dinwiddie,78.0,200.0,1115.0,86.0,227.0,246.0,42.0,153.0,29.0,97.0,0.83,0.386,0.42,12.3,8.4,3.9,21.8,7.8,0.599,12.965116279069768,2.63953488372093,1.7790697674418605,0.3372093023255814,1.127906976744186,3.3488372093023258
Taurean Prince,79.0,215.0,1321.0,129.0,145.0,345.0,202.0,221.0,63.0,121.0,0.718,0.376,0.46,10.7,6.2,4.5,27.3,7.4,0.557,10.24031007751938,1.124031007751938,1.7131782945736433,0.4883720930232558,0.937984496124031,4.240310077519379
Jarrett Allen,83.0,235.0,442.0,33.0,27.0,178.0,100.0,84.0,51.0,19.0,0.564,0.0,0.566,3.3,1.5,1.7,22.6,5.2,0.571,13.393939393939394,0.8181818181818182,2.5454545454545454,1.5454545454545454,0.5757575757575758,8.424242424242424
Joe Harris,78.0,198.0,47.0,15.0,5.0,15.0,9.0,6.0,0.0,3.0,0.0,0.375,0.452,0.2,0.2,0.0,14.9,-4.0,0.535,3.1333333333333333,0.3333333333333333,0.4,0.0,0.2,1.6
DeAndre Jordan,83.0,250.0,278.0,35.0,15.0,144.0,66.0,57.0,44.0,7.0,0.437,-999.0,0.617,4.4,1.6,2.8,-999.0,-999.0,0.58,7.942857142857143,0.42857142857142855,1.6285714285714286,1.2571428571428571,0.2,6.0
Garrett Temple,78.0,190.0,901.0,134.0,482.0,395.0,107.0,293.0,113.0,191.0,0.783,0.278,0.371,10.8,1.8,9.0,13.5,-999.0,0.494,6.723880597014926,3.5970149253731343,2.1865671641791047,0.8432835820895522,1.4253731343283582,3.746268656716418
Caris LeVert,79.0,200.0,1070.0,103.0,275.0,325.0,39.0,136.0,22.0,97.0,0.77,0.401,0.434,10.0,6.3,3.7,22.8,6.8,0.552,10.388349514563107,2.6699029126213594,1.3203883495145632,0.21359223300970873,0.941747572815534,3.5339805825242716
Wilson Chandler,80.0,220.0,761.0,59.0,72.0,305.0,111.0,106.0,86.0,41.0,0.659,0.303,0.445,5.5,1.6,3.9,23.2,-999.0,0.504,12.898305084745763,1.2203389830508475,1.7966101694915255,1.4576271186440677,0.6949152542372882,7.050847457627119
Kyrie Irving,74.0,180.0,192.0,11.0,47.0,31.0,6.0,27.0,6.0,16.0,0.901,0.462,0.529,2.4,1.8,0.6,26.4,14.8,0.697,17.454545454545453,4.2727272727272725,2.4545454545454546,0.5454545454545454,1.4545454545454546,3.3636363636363638
Nicolas Claxton,83.0,220.0,545.0,65.0,64.0,276.0,127.0,90.0,123.0,39.0,0.611,0.302,0.457,4.8,2.3,2.5,20.2,4.8,0.526,8.384615384615385,0.9846153846153847,1.3846153846153846,1.8923076923076922,0.6,6.2
Chris Chiozza,72.0,160.0,1025.0,139.0,571.0,386.0,56.0,223.0,7.0,191.0,0.747,0.327,0.391,11.8,5.3,6.5,17.7,5.7,0.507,7.374100719424461,4.107913669064748,1.60431654676259,0.050359712230215826,1.3741007194244603,3.179856115107914
Justin Anderson,78.0,227.0,873.0,98.0,180.0,266.0,75.0,125.0,84.0,60.0,0.752,0.357,0.43,10.8,5.2,5.5,22.3,8.7,0.549,8.908163265306122,1.836734693877551,1.2755102040816326,0.8571428571428571,0.6122448979591837,3.479591836734694
Lance Thomas,81.0,225.0,647.0,140.0,64.0,251.0,257.0,166.0,33.0,77.0,0.6,-999.0,0.525,8.5,3.2,5.3,13.4,-999.0,0.55,4.621428571428571,0.45714285714285713,1.1857142857142857,0.2357142857142857,0.55,3.6285714285714286
Kevin Durant,81.0,215.0,903.0,35.0,46.0,284.0,106.0,99.0,67.0,66.0,0.816,0.404,0.473,8.8,4.7,4.1,33.2,-999.0,0.587,25.8,1.3142857142857143,2.8285714285714287,1.9142857142857144,1.8857142857142857,11.142857142857142
Tyler Johnson,0.0,-999.0,3.0,5.0,1.0,-999.0,-999.0,0.0,0.0,1.0,-999.0,1.0,0.333,0.0,0.0,0.0,-999.0,-999.0,0.5,0.6,0.2,0.0,0.0,0.2,-399.6
Jamal Crawford,78.0,185.0,283.0,17.0,76.0,-999.0,-999.0,53.0,16.0,19.0,0.784,0.327,0.412,0.9,0.7,0.2,-999.0,-999.0,0.507,16.647058823529413,4.470588235294118,3.1176470588235294,0.9411764705882353,1.1176470588235294,-117.52941176470588
Brad Wanamaker,76.0,210.0,1090.0,134.0,454.0,398.0,126.0,257.0,33.0,130.0,0.722,0.344,0.437,13.3,6.8,6.5,20.9,10.5,0.534,8.134328358208956,3.388059701492537,1.9179104477611941,0.2462686567164179,0.9701492537313433,3.91044776119403
Grant Williams,79.0,236.0,1629.0,104.0,219.0,421.0,257.0,219.0,160.0,89.0,0.758,0.291,0.516,15.7,10.2,5.5,26.5,8.9,0.591,15.663461538461538,2.105769230769231,2.105769230769231,1.5384615384615385,0.8557692307692307,6.51923076923077
Semi Ojeleye,80.0,230.0,711.0,58.0,56.0,179.0,90.0,55.0,18.0,22.0,0.785,0.415,0.479,8.3,5.8,2.5,24.9,8.7,0.618,12.258620689655173,0.9655172413793104,0.9482758620689655,0.3103448275862069,0.3793103448275862,4.637931034482759
Jayson Tatum,80.0,205.0,488.0,29.0,62.0,174.0,39.0,76.0,33.0,39.0,0.849,0.342,0.452,4.1,2.3,1.8,26.2,7.9,0.566,16.82758620689655,2.1379310344827585,2.6206896551724137,1.1379310344827587,1.3448275862068966,7.344827586206897
Marcus Smart,76.0,220.0,1064.0,64.0,287.0,281.0,94.0,193.0,40.0,188.0,0.751,0.295,0.413,11.0,5.6,5.4,28.2,11.4,0.542,16.625,4.484375,3.015625,0.625,2.9375,5.859375
Kemba Walker,73.0,172.0,1783.0,111.0,460.0,377.0,116.0,258.0,28.0,185.0,0.783,0.326,0.428,17.9,11.5,6.4,26.2,13.1,0.539,16.063063063063062,4.1441441441441444,2.324324324324324,0.25225225225225223,1.6666666666666667,4.441441441441441
Jaylen Brown,79.0,225.0,498.0,34.0,68.0,146.0,36.0,105.0,22.0,27.0,0.654,0.294,0.431,2.7,1.0,1.8,31.4,3.6,0.518,14.647058823529411,2.0,3.088235294117647,0.6470588235294118,0.7941176470588235,5.352941176470588
Gordon Hayward,80.0,207.0,992.0,69.0,125.0,394.0,118.0,138.0,60.0,88.0,0.824,0.369,0.47,14.2,7.9,6.3,22.3,-999.0,0.624,14.376811594202898,1.8115942028985508,2.0,0.8695652173913043,1.2753623188405796,7.420289855072463
Javonte Green,76.0,205.0,1911.0,133.0,141.0,704.0,360.0,245.0,89.0,243.0,0.656,0.238,0.519,17.5,10.5,7.0,29.0,3.7,0.562,14.368421052631579,1.0601503759398496,1.8421052631578947,0.6691729323308271,1.8270676691729324,8.0
Carsen Edwards,73.0,200.0,1920.0,108.0,270.0,322.0,41.0,241.0,21.0,126.0,0.817,0.368,0.412,13.6,8.4,5.1,32.2,7.1,0.547,17.77777777777778,2.5,2.2314814814814814,0.19444444444444445,1.1666666666666667,3.361111111111111
Romeo Langford,78.0,215.0,528.0,32.0,75.0,127.0,45.0,68.0,26.0,25.0,0.722,0.272,0.448,4.0,2.4,1.6,26.1,6.5,0.542,16.5,2.34375,2.125,0.8125,0.78125,5.375
Tremont Waters,71.0,175.0,1029.0,66.0,390.0,183.0,20.0,210.0,7.0,163.0,0.807,0.34,0.423,8.2,5.4,2.8,26.1,7.5,0.551,15.590909090909092,5.909090909090909,3.1818181818181817,0.10606060606060606,2.4696969696969697,3.075757575757576
Miles Bridges,79.0,230.0,1055.0,62.0,150.0,385.0,84.0,133.0,69.0,40.0,0.776,0.375,0.47,9.1,5.2,4.0,27.2,9.5,0.576,17.016129032258064,2.4193548387096775,2.1451612903225805,1.1129032258064515,0.6451612903225806,7.564516129032258
Devonte' Graham,74.0,175.0,1750.0,142.0,632.0,377.0,62.0,270.0,14.0,197.0,0.787,0.409,0.422,18.4,12.0,6.4,19.7,8.3,0.578,12.32394366197183,4.450704225352113,1.9014084507042253,0.09859154929577464,1.3873239436619718,3.0915492957746475
Terry Rozier,73.0,190.0,874.0,73.0,175.0,243.0,71.0,101.0,8.0,110.0,0.772,0.331,0.408,9.5,4.5,4.9,24.7,8.7,0.507,11.972602739726028,2.3972602739726026,1.3835616438356164,0.1095890410958904,1.5068493150684932,4.301369863013699
P.J. Washington,80.0,228.0,932.0,72.0,120.0,327.0,148.0,140.0,74.0,57.0,0.632,0.384,0.521,9.1,5.3,3.8,23.3,8.3,0.577,12.944444444444445,1.6666666666666667,1.9444444444444444,1.0277777777777777,0.7916666666666666,6.597222222222222
Cody Zeller,84.0,240.0,1157.0,72.0,92.0,337.0,188.0,141.0,87.0,86.0,0.756,,0.592,14.1,9.9,4.2,25.4,11.4,0.643,16.069444444444443,1.2777777777777777,1.9583333333333333,1.2083333333333333,1.1944444444444444,7.291666666666666
Malik Monk,75.0,200.0,754.0,38.0,87.0,83.0,12.0,75.0,19.0,36.0,0.822,0.397,0.45,5.8,3.9,1.9,27.2,9.0,0.586,19.842105263157894,2.289473684210526,1.9736842105263157,0.5,0.9473684210526315,2.5
Cody Martin,79.0,205.0,1178.0,122.0,434.0,388.0,171.0,201.0,96.0,155.0,0.689,0.325,0.501,13.2,7.7,5.5,17.8,6.3,0.558,9.655737704918034,3.557377049180328,1.6475409836065573,0.7868852459016393,1.2704918032786885,4.581967213114754
Dwayne Bacon,79.0,210.0,1139.0,69.0,111.0,263.0,81.0,145.0,5.0,68.0,0.733,0.312,0.449,6.7,4.2,2.5,29.1,4.2,0.533,16.507246376811594,1.608695652173913,2.101449275362319,0.07246376811594203,0.9855072463768116,4.9855072463768115
Caleb Martin,79.0,205.0,1885.0,139.0,261.0,505.0,121.0,198.0,78.0,135.0,0.725,0.359,0.414,15.2,9.6,5.7,23.9,6.5,0.555,13.56115107913669,1.8776978417266188,1.4244604316546763,0.5611510791366906,0.9712230215827338,4.503597122302159
Jalen McDaniels,82.0,195.0,886.0,67.0,101.0,388.0,141.0,118.0,35.0,65.0,0.758,0.298,0.504,8.4,4.4,4.0,24.2,5.1,0.565,13.223880597014926,1.507462686567164,1.7611940298507462,0.5223880597014925,0.9701492537313433,7.895522388059701
Joe Chealey,75.0,190.0,1827.0,129.0,397.0,386.0,68.0,244.0,18.0,111.0,0.805,0.347,0.404,15.2,10.2,5.1,25.8,2.4,0.549,14.162790697674419,3.0775193798449614,1.8914728682170543,0.13953488372093023,0.8604651162790697,3.5193798449612403
Kobi Simmons,77.0,175.0,323.0,37.0,73.0,47.0,13.0,46.0,3.0,24.0,0.775,0.327,0.395,2.4,1.3,1.1,22.0,1.8,0.5,8.72972972972973,1.972972972972973,1.2432432432432432,0.08108108108108109,0.6486486486486487,1.6216216216216215
Coby White,77.0,185.0,562.0,35.0,143.0,112.0,12.0,93.0,11.0,38.0,0.8,0.353,0.423,4.1,2.4,1.7,26.8,8.0,0.556,16.057142857142857,4.085714285714285,2.657142857142857,0.3142857142857143,1.0857142857142856,3.542857142857143
Thaddeus Young,80.0,220.0,445.0,31.0,63.0,79.0,72.0,67.0,12.0,39.0,0.743,0.419,0.478,3.3,1.8,1.5,-999.0,-999.0,0.552,14.35483870967742,2.032258064516129,2.161290322580645,0.3870967741935484,1.2580645161290323,4.870967741935484
Zach LaVine,77.0,180.0,349.0,37.0,66.0,76.0,18.0,42.0,6.0,33.0,0.691,0.375,0.441,2.5,1.4,1.2,20.1,2.9,0.545,9.432432432432432,1.7837837837837838,1.135135135135135,0.16216216216216217,0.8918918918918919,2.5405405405405403
Ryan Arcidiacono,75.0,195.0,1604.0,144.0,535.0,289.0,44.0,253.0,4.0,169.0,0.8,0.358,0.397,17.0,10.0,7.0,19.2,5.4,0.554,11.13888888888889,3.7152777777777777,1.7569444444444444,0.027777777777777776,1.1736111111111112,2.3125
Kris Dunn,75.0,205.0,1214.0,95.0,552.0,380.0,106.0,315.0,38.0,208.0,0.693,0.354,0.45,10.8,5.0,5.8,24.6,8.2,0.531,12.778947368421052,5.810526315789474,3.3157894736842106,0.4,2.1894736842105265,5.11578947368421
Lauri Markkanen,84.0,230.0,576.0,37.0,32.0,178.0,88.0,40.0,19.0,15.0,0.835,0.423,0.492,6.7,4.8,1.8,22.5,9.4,0.635,15.567567567567568,0.8648648648648649,1.0810810810810811,0.5135135135135135,0.40540540540540543,7.1891891891891895
Wendell Carter Jr.,81.0,-999.0,122.0,48.0,9.0,-999.0,-999.0,-999.0,18.0,19.0,0.364,,0.505,1.2,0.2,1.0,-999.0,-999.0,0.492,2.5416666666666665,0.1875,-20.8125,0.375,0.3958333333333333,-41.625
Shaquille Harrison,76.0,182.0,1481.0,133.0,461.0,482.0,123.0,306.0,49.0,244.0,0.645,0.216,0.444,12.7,4.8,7.9,22.7,4.0,0.505,11.135338345864662,3.4661654135338344,2.300751879699248,0.3684210526315789,1.8345864661654134,4.548872180451128
Denzel Valentine,77.0,220.0,1645.0,144.0,639.0,698.0,157.0,317.0,40.0,132.0,0.779,0.408,0.442,18.8,10.9,7.9,22.0,9.2,0.569,11.42361111111111,4.4375,2.201388888888889,0.2777777777777778,0.9166666666666666,5.9375
Luke Kornet,84.0,235.0,1135.0,128.0,143.0,455.0,154.0,138.0,210.0,49.0,0.779,0.32,0.417,10.7,5.3,5.4,20.5,6.8,0.54,8.8671875,1.1171875,1.078125,1.640625,0.3828125,4.7578125
Chandler Hutchison,79.0,190.0,1478.0,123.0,255.0,534.0,138.0,236.0,29.0,120.0,0.687,0.353,0.476,12.3,6.5,5.8,26.9,5.1,0.551,12.016260162601625,2.073170731707317,1.91869918699187,0.23577235772357724,0.975609756097561,5.463414634146342
Otto Porter,80.0,205.0,822.0,64.0,135.0,336.0,121.0,85.0,55.0,94.0,0.751,0.355,0.498,12.0,6.8,5.3,20.9,11.2,0.585,12.84375,2.109375,1.328125,0.859375,1.46875,7.140625
Max Strus,78.0,215.0,1226.0,66.0,162.0,295.0,87.0,152.0,33.0,73.0,0.825,0.35,0.42,8.2,5.9,2.4,24.7,5.0,0.562,18.575757575757574,2.4545454545454546,2.303030303030303,0.5,1.106060606060606,5.787878787878788
Collin Sexton,75.0,190.0,632.0,33.0,119.0,90.0,34.0,92.0,3.0,28.0,0.778,0.336,0.447,4.4,3.2,1.2,32.9,6.9,0.567,19.151515151515152,3.606060606060606,2.787878787878788,0.09090909090909091,0.8484848484848485,3.7575757575757573
Darius Garland,74.0,175.0,81.0,5.0,13.0,17.0,2.0,15.0,2.0,4.0,0.75,0.478,0.537,0.5,0.4,0.1,27.9,4.9,0.657,16.2,2.6,3.0,0.4,0.8,3.8
Tristan Thompson,77.0,193.0,1629.0,128.0,170.0,275.0,81.0,212.0,8.0,74.0,0.816,0.396,0.439,13.0,10.0,3.0,23.8,3.3,0.6,12.7265625,1.328125,1.65625,0.0625,0.578125,2.78125
Matthew Dellavedova,76.0,190.0,1933.0,136.0,768.0,356.0,113.0,342.0,7.0,150.0,0.86,0.378,0.415,22.2,16.6,5.6,21.2,5.6,0.575,14.213235294117647,5.647058823529412,2.514705882352941,0.051470588235294115,1.1029411764705883,3.448529411764706
Kevin Love,82.0,260.0,681.0,39.0,75.0,273.0,142.0,78.0,56.0,27.0,0.767,0.354,0.559,11.3,5.6,5.7,27.0,-999.0,0.644,17.46153846153846,1.9230769230769231,2.0,1.435897435897436,0.6923076923076923,10.64102564102564
Larry Nance Jr.,82.0,205.0,1341.0,117.0,177.0,-999.0,-999.0,225.0,108.0,106.0,0.628,-999.0,0.533,-999.0,-999.0,-999.0,-999.0,-999.0,0.552,11.461538461538462,1.5128205128205128,1.9230769230769231,0.9230769230769231,0.905982905982906,-17.076923076923077
Kevin Porter Jr.,72.0,170.0,1766.0,77.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.744,-999.0,0.456,-999.0,-999.0,-999.0,-999.0,-999.0,0.499,22.935064935064936,-12.974025974025974,-12.974025974025974,-12.974025974025974,-12.974025974025974,-25.948051948051948
Alfonzo McKinnie,80.0,215.0,689.0,96.0,23.0,313.0,182.0,121.0,50.0,47.0,0.622,,0.506,5.8,2.7,3.1,21.9,-2.8,0.549,7.177083333333333,0.23958333333333334,1.2604166666666667,0.5208333333333334,0.4895833333333333,5.15625
Dean Wade,82.0,228.0,1510.0,126.0,260.0,464.0,220.0,148.0,79.0,118.0,0.711,0.386,0.498,16.6,10.4,6.2,20.4,8.4,0.585,11.984126984126984,2.0634920634920637,1.1746031746031746,0.626984126984127,0.9365079365079365,5.428571428571429
Andre Drummond,82.0,270.0,340.0,34.0,15.0,143.0,114.0,52.0,92.0,28.0,0.295,0.0,0.538,2.9,1.4,1.5,20.9,4.9,0.509,10.0,0.4411764705882353,1.5294117647058822,2.7058823529411766,0.8235294117647058,7.5588235294117645
Jordan Bell,79.0,190.0,814.0,105.0,155.0,495.0,224.0,162.0,234.0,111.0,0.63,,0.61,11.4,5.3,6.1,15.9,8.7,0.619,7.752380952380952,1.4761904761904763,1.542857142857143,2.2285714285714286,1.0571428571428572,6.847619047619048
Delon Wright,77.0,178.0,1022.0,68.0,352.0,321.0,76.0,152.0,77.0,155.0,0.814,0.299,0.535,15.8,9.5,6.3,22.1,13.9,0.629,15.029411764705882,5.176470588235294,2.235294117647059,1.1323529411764706,2.2794117647058822,5.838235294117647
Dorian Finney-Smith,80.0,218.0,1429.0,134.0,256.0,606.0,347.0,240.0,92.0,105.0,0.657,0.362,0.411,14.6,6.9,7.7,21.9,6.8,0.52,10.664179104477611,1.9104477611940298,1.791044776119403,0.6865671641791045,0.7835820895522388,7.111940298507463
Tim Hardaway Jr.,72.0,175.0,1586.0,124.0,563.0,-999.0,-999.0,249.0,25.0,262.0,0.718,,0.486,-999.0,-999.0,-999.0,-999.0,-999.0,0.56,12.790322580645162,4.540322580645161,2.0080645161290325,0.20161290322580644,2.1129032258064515,-16.112903225806452
Seth Curry,74.0,185.0,2101.0,141.0,290.0,314.0,84.0,225.0,27.0,173.0,0.827,0.394,0.431,17.9,12.7,5.3,23.8,8.6,0.578,14.900709219858156,2.0567375886524824,1.5957446808510638,0.19148936170212766,1.2269503546099292,2.8226950354609928
Justin Jackson,71.0,173.0,0.0,6.0,0.0,1.0,2.0,0.0,0.0,0.0,,-999.0,,-0.1,-0.1,0.0,17.5,-999.0,,0.0,0.0,0.0,0.0,0.0,0.5
Jalen Brunson,75.0,199.0,1667.0,116.0,432.0,238.0,47.0,217.0,1.0,97.0,0.82,0.393,0.51,17.3,12.4,4.8,24.0,8.0,0.628,14.370689655172415,3.7241379310344827,1.8706896551724137,0.008620689655172414,0.8362068965517241,2.456896551724138
Dwight Powell,82.0,240.0,1465.0,136.0,240.0,628.0,225.0,283.0,118.0,125.0,0.722,0.289,0.464,13.0,6.1,6.9,23.8,5.0,0.533,10.772058823529411,1.7647058823529411,2.0808823529411766,0.8676470588235294,0.9191176470588235,6.272058823529411
Courtney Lee,77.0,200.0,2238.0,127.0,281.0,448.0,215.0,321.0,78.0,242.0,0.817,0.401,0.464,18.7,11.1,7.5,25.4,-999.0,0.572,17.62204724409449,2.2125984251968505,2.52755905511811,0.6141732283464567,1.905511811023622,5.2204724409448815
Willie Cauley-Stein,84.0,240.0,843.0,105.0,90.0,405.0,250.0,127.0,233.0,115.0,0.508,-999.0,0.593,12.8,5.7,7.1,16.9,10.7,0.582,8.028571428571428,0.8571428571428571,1.2095238095238094,2.219047619047619,1.0952380952380953,6.238095238095238
Michael Kidd-Gilchrist,79.0,232.0,476.0,40.0,75.0,194.0,103.0,87.0,37.0,39.0,0.745,0.255,0.491,6.0,3.4,2.6,20.6,7.7,0.57,11.9,1.875,2.175,0.925,0.975,7.425
Antonius Cleveland,78.0,175.0,1556.0,121.0,242.0,402.0,170.0,225.0,76.0,159.0,0.612,0.288,0.494,9.9,6.1,3.8,23.6,0.3,0.542,12.859504132231406,2.0,1.859504132231405,0.628099173553719,1.3140495867768596,4.7272727272727275
Trey Burke,72.0,190.0,1231.0,73.0,416.0,199.0,43.0,180.0,33.0,93.0,0.777,0.367,0.45,12.9,9.7,3.2,27.4,10.1,0.556,16.863013698630137,5.698630136986301,2.4657534246575343,0.4520547945205479,1.273972602739726,3.315068493150685
Monte Morris,74.0,170.0,1708.0,140.0,768.0,408.0,108.0,165.0,41.0,225.0,0.78,0.381,0.476,20.8,14.7,6.1,17.7,8.6,0.566,12.2,5.485714285714286,1.1785714285714286,0.29285714285714287,1.6071428571428572,3.6857142857142855
Jerami Grant,80.0,210.0,541.0,72.0,62.0,211.0,124.0,63.0,36.0,43.0,0.641,0.3,0.486,6.6,3.6,3.0,19.1,5.6,0.536,7.513888888888889,0.8611111111111112,0.875,0.5,0.5972222222222222,4.652777777777778
Will Barton,78.0,175.0,1062.0,70.0,201.0,333.0,119.0,164.0,42.0,104.0,0.733,0.299,0.471,10.1,5.9,4.2,24.9,6.8,0.549,15.17142857142857,2.8714285714285714,2.342857142857143,0.6,1.4857142857142858,6.457142857142857
Gary Harris,76.0,210.0,1025.0,69.0,140.0,159.0,67.0,111.0,21.0,108.0,0.788,0.376,0.44,9.8,6.2,3.6,24.6,9.6,0.571,14.855072463768115,2.028985507246377,1.608695652173913,0.30434782608695654,1.565217391304348,3.2753623188405796
Jamal Murray,77.0,207.0,720.0,36.0,79.0,133.0,53.0,84.0,11.0,35.0,0.783,0.408,0.454,6.1,4.4,1.8,27.1,9.5,0.59,20.0,2.1944444444444446,2.3333333333333335,0.3055555555555556,0.9722222222222222,5.166666666666667
Mason Plumlee,82.0,235.0,1384.0,141.0,212.0,755.0,333.0,282.0,199.0,115.0,0.583,,0.574,16.6,8.3,8.2,20.2,8.4,0.584,9.815602836879433,1.50354609929078,2.0,1.4113475177304964,0.8156028368794326,7.716312056737589
Torrey Craig,78.0,215.0,2128.0,131.0,236.0,667.0,277.0,347.0,101.0,138.0,0.671,0.33,0.413,13.5,7.5,6.0,29.5,2.3,0.52,16.244274809160306,1.8015267175572518,2.648854961832061,0.7709923664122137,1.0534351145038168,7.206106870229007
