Name,Career Height,Career Weight,Career Points,Career Games,Career Assists,Career Def Rebounds,Career Off Rebounds,Career Turnovers,Career Blocks,Career Steals,Career Free Throw Percentage,Career Three Point Percentage,Career Field Goal Percentage,Career Win Shares,Offensive Win Shares,Defensive Win Shares,Career Usage Percentage,Box Plus Minus,True Shooting Per,PPG,APG,TPG,BPG,SPG,RPG
B.J. Johnson,75.0,193.0,15.0,29.0,4.0,5.0,3.0,7.0,1.0,8.0,,0.0,0.188,0.0,-0.2,0.1,-999.0,-999.0,0.338,0.5172413793103449,0.13793103448275862,0.2413793103448276,0.034482758620689655,0.27586206896551724,0.27586206896551724
Vic Law,79.0,200.0,1442.0,125.0,254.0,572.0,138.0,215.0,77.0,119.0,0.774,0.368,0.402,11.6,5.1,6.4,22.4,5.1,0.525,11.536,2.032,1.72,0.616,0.952,5.68
Tobias Harris,80.0,226.0,521.0,34.0,44.0,180.0,67.0,62.0,29.0,24.0,0.753,0.303,0.46,4.4,2.9,1.5,27.2,7.3,0.54,15.323529411764707,1.2941176470588236,1.8235294117647058,0.8529411764705882,0.7058823529411765,7.264705882352941
Mike Scott,73.0,170.0,341.0,55.0,110.0,113.0,82.0,89.0,8.0,74.0,0.677,0.286,0.389,1.9,0.5,1.3,16.4,-999.0,0.489,6.2,2.0,1.6181818181818182,0.14545454545454545,1.3454545454545455,3.545454545454546
Al Horford,82.0,245.0,1123.0,109.0,187.0,610.0,254.0,173.0,189.0,94.0,0.619,,0.586,17.1,7.0,10.0,18.6,-999.0,0.601,10.302752293577981,1.7155963302752293,1.5871559633027523,1.7339449541284404,0.8623853211009175,7.9266055045871555
Matisse Thybulle,77.0,195.0,1242.0,135.0,276.0,296.0,119.0,252.0,185.0,331.0,0.782,0.358,0.429,11.1,4.4,6.7,17.0,7.0,0.55,9.2,2.0444444444444443,1.8666666666666667,1.3703703703703705,2.4518518518518517,3.0740740740740744
Ben Simmons,82.0,225.0,632.0,33.0,158.0,285.0,103.0,111.0,27.0,65.0,0.67,0.333,0.56,6.0,3.9,2.1,26.4,10.3,0.6,19.151515151515152,4.787878787878788,3.3636363636363638,0.8181818181818182,1.9696969696969697,11.757575757575758
Josh Richardson,0.0,215.0,170.0,28.0,15.0,46.0,33.0,29.0,4.0,15.0,0.56,0.0,0.445,-0.1,0.2,-0.2,-999.0,-999.0,0.484,6.071428571428571,0.5357142857142857,1.0357142857142858,0.14285714285714285,0.5357142857142857,2.821428571428571
Joel Embiid,84.0,250.0,313.0,28.0,38.0,162.0,65.0,66.0,72.0,25.0,0.685,0.2,0.626,3.4,1.8,1.7,23.4,11.9,0.655,11.178571428571429,1.3571428571428572,2.357142857142857,2.5714285714285716,0.8928571428571429,8.107142857142858
Kyle O'Quinn,82.0,240.0,1607.0,129.0,122.0,760.0,332.0,262.0,283.0,69.0,0.685,0.261,0.553,15.7,9.4,6.3,23.0,4.3,0.602,12.457364341085272,0.9457364341085271,2.0310077519379846,2.193798449612403,0.5348837209302325,8.465116279069768
Glenn Robinson III,79.0,225.0,1706.0,62.0,115.0,-999.0,-999.0,242.0,65.0,113.0,0.773,0.385,0.479,-999.0,-999.0,-999.0,-999.0,-999.0,0.566,27.516129032258064,1.8548387096774193,3.903225806451613,1.0483870967741935,1.8225806451612903,-32.225806451612904
Alec Burks,78.0,195.0,1291.0,68.0,165.0,248.0,149.0,157.0,24.0,76.0,0.804,0.313,0.495,10.8,9.2,1.6,30.0,8.1,0.592,18.985294117647058,2.426470588235294,2.3088235294117645,0.35294117647058826,1.1176470588235294,5.838235294117647
Zhaire Smith,77.0,195.0,417.0,37.0,66.0,102.0,83.0,41.0,42.0,42.0,0.717,0.45,0.556,5.6,3.3,2.2,18.3,10.8,0.618,11.27027027027027,1.7837837837837838,1.1081081081081081,1.135135135135135,1.135135135135135,5.0
Ryan Broekhoff,79.0,215.0,1591.0,134.0,246.0,652.0,189.0,186.0,100.0,129.0,0.818,0.408,0.464,18.6,12.6,6.0,21.5,8.3,0.619,11.873134328358208,1.835820895522388,1.3880597014925373,0.746268656716418,0.9626865671641791,6.276119402985075
Mikal Bridges,79.0,191.0,1311.0,116.0,183.0,373.0,131.0,124.0,101.0,163.0,0.845,0.4,0.525,17.2,10.5,6.7,18.3,11.5,0.656,11.301724137931034,1.5775862068965518,1.0689655172413792,0.8706896551724138,1.4051724137931034,4.344827586206897
Devin Booker,80.0,250.0,1154.0,128.0,99.0,461.0,267.0,199.0,83.0,80.0,0.658,0.275,0.496,11.1,5.5,5.6,21.8,3.0,0.538,9.015625,0.7734375,1.5546875,0.6484375,0.625,5.6875
Kelly Oubre Jr.,79.0,200.0,333.0,36.0,28.0,138.0,41.0,43.0,13.0,41.0,0.718,0.358,0.444,3.4,1.7,1.7,23.1,8.8,0.555,9.25,0.7777777777777778,1.1944444444444444,0.3611111111111111,1.1388888888888888,4.972222222222222
Jevon Carter,74.0,185.0,1758.0,144.0,559.0,407.0,131.0,264.0,34.0,330.0,0.798,0.355,0.407,19.8,10.4,9.4,21.0,9.9,0.534,12.208333333333334,3.8819444444444446,1.8333333333333333,0.2361111111111111,2.2916666666666665,3.736111111111111
Cameron Johnson,79.0,215.0,1192.0,118.0,82.0,393.0,245.0,238.0,55.0,106.0,0.611,,0.464,6.4,2.2,4.3,26.8,-4.2,0.501,10.101694915254237,0.6949152542372882,2.016949152542373,0.4661016949152542,0.8983050847457628,5.406779661016949
Cheick Diallo,81.0,218.0,81.0,27.0,1.0,51.0,17.0,17.0,23.0,7.0,0.556,-999.0,0.569,0.8,0.2,0.6,21.7,3.7,0.572,3.0,0.037037037037037035,0.6296296296296297,0.8518518518518519,0.25925925925925924,2.5185185185185186
Aron Baynes,82.0,250.0,1064.0,122.0,37.0,445.0,208.0,152.0,93.0,41.0,0.698,,0.546,14.3,7.1,7.2,23.2,-999.0,0.585,8.721311475409836,0.30327868852459017,1.2459016393442623,0.7622950819672131,0.3360655737704918,5.352459016393443
Frank Kaminsky,84.0,242.0,1458.0,144.0,188.0,484.0,182.0,121.0,153.0,77.0,0.763,0.369,0.522,19.1,12.8,6.3,25.5,13.0,0.609,10.125,1.3055555555555556,0.8402777777777778,1.0625,0.5347222222222222,4.625
Deandre Ayton,85.0,250.0,704.0,35.0,57.0,287.0,118.0,69.0,66.0,20.0,0.733,0.343,0.612,7.6,5.5,2.1,26.6,11.0,0.65,20.114285714285714,1.6285714285714286,1.9714285714285715,1.8857142857142857,0.5714285714285714,11.571428571428571
Ty Jerome,77.0,195.0,1011.0,105.0,384.0,289.0,29.0,145.0,4.0,127.0,0.788,0.392,0.435,13.7,7.0,6.7,21.9,9.5,0.558,9.628571428571428,3.657142857142857,1.380952380952381,0.0380952380952381,1.2095238095238094,3.0285714285714285
Tariq Owens,82.0,205.0,808.0,131.0,63.0,404.0,206.0,120.0,268.0,62.0,0.725,,0.533,10.0,4.4,5.6,14.9,5.0,0.58,6.1679389312977095,0.48091603053435117,0.916030534351145,2.045801526717557,0.4732824427480916,4.65648854961832
Cameron Payne,74.0,180.0,1279.0,69.0,394.0,221.0,31.0,197.0,37.0,125.0,0.781,0.359,0.432,11.3,8.0,3.3,30.5,6.4,0.551,18.536231884057973,5.7101449275362315,2.8550724637681157,0.5362318840579711,1.8115942028985508,3.6521739130434785
CJ McCollum,75.0,180.0,2361.0,111.0,304.0,529.0,167.0,267.0,51.0,228.0,0.825,0.377,0.439,20.5,13.9,6.6,32.4,8.6,0.563,21.27027027027027,2.7387387387387387,2.4054054054054053,0.4594594594594595,2.054054054054054,6.27027027027027
Hassan Whiteside,84.0,235.0,447.0,34.0,10.0,211.0,92.0,64.0,182.0,19.0,0.588,0.6,0.524,4.5,2.0,2.5,25.8,-999.0,0.548,13.147058823529411,0.29411764705882354,1.8823529411764706,5.352941176470588,0.5588235294117647,8.911764705882353
Damian Lillard,74.0,185.0,1934.0,104.0,362.0,401.0,43.0,246.0,19.0,129.0,0.867,0.39,0.446,17.6,14.2,3.4,28.6,9.2,0.606,18.596153846153847,3.480769230769231,2.3653846153846154,0.18269230769230768,1.2403846153846154,4.269230769230769
Gary Trent Jr.,80.0,250.0,2108.0,93.0,186.0,-999.0,-999.0,309.0,105.0,60.0,0.687,0.246,0.573,-999.0,-999.0,-999.0,-999.0,-999.0,0.608,22.666666666666668,2.0,3.3225806451612905,1.1290322580645162,0.6451612903225806,-21.483870967741936
Carmelo Anthony,80.0,230.0,778.0,35.0,77.0,248.0,101.0,77.0,30.0,55.0,0.706,0.337,0.453,5.8,2.7,3.1,29.3,-999.0,0.537,22.228571428571428,2.2,2.2,0.8571428571428571,1.5714285714285714,9.971428571428572
Nassir Little,78.0,220.0,353.0,36.0,24.0,109.0,57.0,48.0,19.0,19.0,0.77,0.269,0.478,2.7,1.4,1.2,25.2,5.1,0.549,9.805555555555555,0.6666666666666666,1.3333333333333333,0.5277777777777778,0.5277777777777778,4.611111111111111
Trevor Ariza,80.0,200.0,289.0,25.0,52.0,101.0,61.0,81.0,11.0,42.0,0.504,0.237,0.426,1.0,0.2,0.8,-999.0,-999.0,0.474,11.56,2.08,3.24,0.44,1.68,6.48
Rodney Hood,80.0,215.0,890.0,67.0,139.0,231.0,60.0,84.0,23.0,38.0,0.773,0.396,0.455,7.8,5.8,2.0,20.5,5.4,0.569,13.283582089552239,2.074626865671642,1.2537313432835822,0.34328358208955223,0.5671641791044776,4.343283582089552
Caleb Swanigan,81.0,260.0,994.0,69.0,168.0,568.0,150.0,208.0,36.0,27.0,0.76,0.376,0.501,9.0,4.4,4.6,26.3,6.4,0.586,14.405797101449275,2.4347826086956523,3.0144927536231885,0.5217391304347826,0.391304347826087,10.405797101449274
Wenyen Gabriel,81.0,213.0,425.0,75.0,47.0,256.0,126.0,70.0,74.0,41.0,0.622,0.367,0.426,5.0,2.1,3.0,14.6,5.3,0.534,5.666666666666667,0.6266666666666667,0.9333333333333333,0.9866666666666667,0.5466666666666666,5.093333333333334
Jaylen Hoard,80.0,215.0,407.0,31.0,47.0,156.0,80.0,78.0,20.0,19.0,0.717,0.226,0.458,1.9,1.3,0.7,24.6,2.2,0.519,13.129032258064516,1.5161290322580645,2.5161290322580645,0.6451612903225806,0.6129032258064516,7.612903225806452
Zach Collins,84.0,230.0,390.0,39.0,16.0,164.0,66.0,60.0,69.0,18.0,0.743,0.476,0.652,5.0,2.6,2.4,24.8,10.6,0.703,10.0,0.41025641025641024,1.5384615384615385,1.7692307692307692,0.46153846153846156,5.897435897435898
Jaylen Adams,73.0,180.0,1912.0,110.0,590.0,313.0,59.0,314.0,22.0,170.0,0.838,0.394,0.427,17.7,13.1,4.7,23.6,6.1,0.607,17.381818181818183,5.363636363636363,2.8545454545454545,0.2,1.5454545454545454,3.381818181818182
Buddy Hield,76.0,209.0,2291.0,132.0,254.0,452.0,209.0,285.0,38.0,168.0,0.836,0.39,0.448,18.4,12.2,6.2,26.6,9.4,0.584,17.356060606060606,1.9242424242424243,2.159090909090909,0.2878787878787879,1.2727272727272727,5.007575757575758
Harrison Barnes,80.0,215.0,1226.0,75.0,96.0,265.0,149.0,146.0,29.0,68.0,0.734,0.349,0.43,9.3,5.6,3.8,27.3,7.1,0.524,16.346666666666668,1.28,1.9466666666666668,0.38666666666666666,0.9066666666666666,5.52
Cory Joseph,75.0,185.0,375.0,36.0,109.0,105.0,23.0,54.0,11.0,37.0,0.699,0.413,0.422,4.4,2.2,2.2,17.3,6.5,0.526,10.416666666666666,3.0277777777777777,1.5,0.3055555555555556,1.0277777777777777,3.5555555555555554
De'Aaron Fox,75.0,187.0,601.0,36.0,165.0,122.0,21.0,87.0,7.0,53.0,0.736,0.246,0.479,5.1,3.1,2.1,27.5,8.2,0.549,16.694444444444443,4.583333333333333,2.4166666666666665,0.19444444444444445,1.4722222222222223,3.9722222222222223
Richaun Holmes,80.0,245.0,1089.0,95.0,62.0,402.0,250.0,143.0,244.0,75.0,0.697,0.353,0.554,12.6,6.9,5.7,21.8,6.4,0.605,11.463157894736842,0.6526315789473685,1.5052631578947369,2.568421052631579,0.7894736842105263,6.863157894736842
Harry Giles,82.0,240.0,102.0,26.0,9.0,59.0,41.0,18.0,17.0,9.0,0.5,-999.0,0.577,1.2,0.6,0.6,17.9,4.4,0.57,3.923076923076923,0.34615384615384615,0.6923076923076923,0.6538461538461539,0.34615384615384615,3.846153846153846
Justin James,78.0,200.0,444.0,93.0,56.0,164.0,107.0,123.0,46.0,77.0,0.676,0.336,0.402,2.1,0.2,1.9,21.3,-999.0,0.474,4.774193548387097,0.6021505376344086,1.3225806451612903,0.4946236559139785,0.8279569892473119,2.913978494623656
Kent Bazemore,77.0,195.0,1416.0,140.0,379.0,451.0,191.0,320.0,67.0,250.0,0.581,0.334,0.447,14.8,5.6,9.3,23.8,7.9,0.51,10.114285714285714,2.7071428571428573,2.2857142857142856,0.4785714285714286,1.7857142857142858,4.585714285714285
Alex Len,85.0,225.0,583.0,60.0,50.0,272.0,145.0,93.0,125.0,12.0,0.663,0.111,0.538,6.1,3.5,2.6,20.7,5.5,0.569,9.716666666666667,0.8333333333333334,1.55,2.0833333333333335,0.2,6.949999999999999
Jabari Parker,80.0,235.0,670.0,35.0,41.0,201.0,105.0,81.0,43.0,37.0,0.748,0.358,0.473,5.5,3.6,1.9,32.7,7.6,0.558,19.142857142857142,1.1714285714285715,2.3142857142857145,1.2285714285714286,1.0571428571428572,8.742857142857144
Corey Brewer,81.0,185.0,1225.0,108.0,300.0,329.0,140.0,253.0,44.0,176.0,0.708,0.356,0.48,13.0,6.4,6.6,21.6,-999.0,0.571,11.342592592592593,2.7777777777777777,2.3425925925925926,0.4074074074074074,1.6296296296296295,4.342592592592593
Bryn Forbes,75.0,175.0,1742.0,138.0,182.0,272.0,67.0,164.0,8.0,87.0,0.821,0.435,0.449,14.8,10.9,3.9,20.8,4.4,0.611,12.623188405797102,1.318840579710145,1.1884057971014492,0.057971014492753624,0.6304347826086957,2.456521739130435
Trey Lyles,82.0,235.0,313.0,36.0,38.0,123.0,65.0,41.0,16.0,19.0,0.735,0.138,0.488,4.4,2.1,2.3,20.8,8.0,0.543,8.694444444444445,1.0555555555555556,1.1388888888888888,0.4444444444444444,0.5277777777777778,5.222222222222222
DeMar DeRozan,79.0,220.0,485.0,35.0,51.0,117.0,84.0,73.0,13.0,31.0,0.646,0.167,0.523,4.1,2.4,1.7,-999.0,-999.0,0.555,13.857142857142858,1.457142857142857,2.085714285714286,0.37142857142857144,0.8857142857142857,5.742857142857143
Derrick White,77.0,193.0,615.0,34.0,148.0,104.0,35.0,81.0,49.0,42.0,0.813,0.396,0.507,5.9,4.5,1.4,25.3,12.4,0.627,18.08823529411765,4.352941176470588,2.3823529411764706,1.4411764705882353,1.2352941176470589,4.088235294117647
Rudy Gay,81.0,220.0,870.0,64.0,116.0,257.0,121.0,143.0,111.0,83.0,0.721,0.378,0.461,9.1,3.2,5.9,25.2,-999.0,0.538,13.59375,1.8125,2.234375,1.734375,1.296875,5.90625
Dejounte Murray,77.0,170.0,548.0,34.0,151.0,155.0,48.0,110.0,10.0,62.0,0.663,0.288,0.416,2.8,1.2,1.6,25.9,3.6,0.485,16.11764705882353,4.4411764705882355,3.235294117647059,0.29411764705882354,1.8235294117647058,5.970588235294118
Jakob Poeltl,84.0,230.0,931.0,70.0,93.0,363.0,194.0,129.0,119.0,33.0,0.605,,0.658,11.0,7.0,4.0,23.8,9.3,0.653,13.3,1.3285714285714285,1.8428571428571427,1.7,0.4714285714285714,7.957142857142857
LaMarcus Aldridge,83.0,240.0,713.0,53.0,34.0,256.0,178.0,87.0,97.0,67.0,0.649,-999.0,0.586,11.2,4.7,6.5,20.9,-999.0,0.605,13.452830188679245,0.6415094339622641,1.6415094339622642,1.830188679245283,1.2641509433962264,8.18867924528302
Chimezie Metu,83.0,215.0,1284.0,104.0,121.0,465.0,191.0,180.0,168.0,74.0,0.692,0.302,0.533,10.4,6.1,4.3,23.1,4.5,0.573,12.346153846153847,1.1634615384615385,1.7307692307692308,1.6153846153846154,0.7115384615384616,6.3076923076923075
Drew Eubanks,82.0,240.0,1127.0,96.0,87.0,445.0,185.0,194.0,163.0,49.0,0.693,-999.0,0.598,9.0,5.3,3.7,21.0,2.8,0.622,11.739583333333334,0.90625,2.0208333333333335,1.6979166666666667,0.5104166666666666,6.5625
Keldon Johnson,78.0,211.0,498.0,37.0,60.0,168.0,49.0,60.0,6.0,28.0,0.703,0.381,0.461,4.9,2.9,2.0,22.7,6.7,0.558,13.45945945945946,1.6216216216216217,1.6216216216216217,0.16216216216216217,0.7567567567567568,5.864864864864865
Tyler Zeller,84.0,250.0,1503.0,117.0,69.0,472.0,316.0,165.0,130.0,78.0,0.775,,0.543,15.5,9.9,5.6,24.1,10.2,0.597,12.846153846153847,0.5897435897435898,1.4102564102564104,1.1111111111111112,0.6666666666666666,6.735042735042735
Terence Davis,76.0,205.0,1512.0,121.0,249.0,456.0,141.0,242.0,69.0,140.0,0.717,0.339,0.445,9.7,5.6,4.1,27.0,6.0,0.543,12.49586776859504,2.0578512396694215,2.0,0.5702479338842975,1.1570247933884297,4.933884297520661
OG Anunoby,80.0,215.0,342.0,50.0,41.0,107.0,70.0,54.0,47.0,48.0,0.522,0.365,0.563,3.6,2.0,1.6,19.0,8.4,0.609,6.84,0.82,1.08,0.94,0.96,3.54
Chris Boucher,82.0,200.0,825.0,69.0,28.0,311.0,157.0,75.0,189.0,42.0,0.641,0.344,0.532,9.4,5.4,4.0,21.9,9.4,0.611,11.956521739130435,0.4057971014492754,1.0869565217391304,2.739130434782609,0.6086956521739131,6.782608695652174
Pascal Siakam,81.0,230.0,1126.0,68.0,103.0,414.0,243.0,131.0,136.0,62.0,0.711,0.176,0.551,13.7,7.9,5.8,25.4,6.9,0.586,16.558823529411764,1.5147058823529411,1.9264705882352942,2.0,0.9117647058823529,9.661764705882353
Kyle Lowry,72.0,175.0,543.0,57.0,171.0,137.0,82.0,110.0,13.0,108.0,0.737,0.325,0.449,6.5,2.1,4.4,20.4,-999.0,0.531,9.526315789473685,3.0,1.9298245614035088,0.22807017543859648,1.894736842105263,3.8421052631578947
Rondae Hollis-Jefferson,79.0,215.0,774.0,76.0,114.0,315.0,160.0,103.0,72.0,72.0,0.697,0.205,0.496,10.8,5.3,5.5,20.2,9.0,0.56,10.18421052631579,1.5,1.355263157894737,0.9473684210526315,0.9473684210526315,6.25
Norman Powell,76.0,215.0,1376.0,141.0,214.0,366.0,58.0,180.0,57.0,158.0,0.746,0.314,0.461,11.0,6.0,5.0,20.3,4.5,0.548,9.75886524822695,1.5177304964539007,1.2765957446808511,0.40425531914893614,1.1205673758865249,3.00709219858156
Patrick McCaw,78.0,180.0,793.0,65.0,214.0,212.0,61.0,125.0,23.0,129.0,0.753,0.367,0.439,7.6,3.9,3.7,20.0,5.9,0.567,12.2,3.292307692307692,1.9230769230769231,0.35384615384615387,1.9846153846153847,4.2
Matt Thomas,76.0,213.0,341.0,124.0,142.0,150.0,89.0,98.0,11.0,100.0,0.679,,0.336,2.0,-0.9,2.9,14.4,-999.0,0.422,2.75,1.1451612903225807,0.7903225806451613,0.08870967741935484,0.8064516129032258,1.9274193548387097
Malcolm Miller,79.0,210.0,1013.0,112.0,164.0,449.0,83.0,175.0,143.0,93.0,0.765,0.37,0.445,9.1,4.6,4.5,20.1,2.5,0.564,9.044642857142858,1.4642857142857142,1.5625,1.2767857142857142,0.8303571428571429,4.75
Stanley Johnson,78.0,225.0,523.0,38.0,63.0,172.0,75.0,82.0,15.0,57.0,0.742,0.371,0.446,5.7,2.8,2.9,26.6,9.4,0.551,13.763157894736842,1.6578947368421053,2.1578947368421053,0.39473684210526316,1.5,6.5
Oshae Brissett,80.0,210.0,976.0,71.0,95.0,425.0,157.0,138.0,56.0,76.0,0.736,0.307,0.371,7.9,3.2,4.7,23.6,4.1,0.484,13.746478873239436,1.3380281690140845,1.943661971830986,0.7887323943661971,1.0704225352112675,8.197183098591548
Paul Watson,79.0,197.0,1361.0,135.0,116.0,471.0,125.0,202.0,92.0,106.0,0.706,0.362,0.415,8.9,3.8,5.1,19.4,-0.1,0.528,10.08148148148148,0.8592592592592593,1.4962962962962962,0.6814814814814815,0.7851851851851852,4.4148148148148145
Royce O'Neale,78.0,215.0,1268.0,134.0,400.0,549.0,207.0,258.0,45.0,160.0,0.751,0.399,0.477,16.8,9.8,7.1,18.1,6.4,0.602,9.462686567164178,2.985074626865672,1.9253731343283582,0.3358208955223881,1.1940298507462686,5.641791044776119
Donovan Mitchell,75.0,210.0,758.0,65.0,145.0,198.0,71.0,86.0,20.0,95.0,0.788,0.329,0.418,8.2,4.4,3.7,23.3,9.7,0.532,11.661538461538461,2.230769230769231,1.323076923076923,0.3076923076923077,1.4615384615384615,4.138461538461538
Georges Niang,80.0,230.0,2228.0,138.0,421.0,552.0,162.0,318.0,67.0,92.0,0.763,0.375,0.5,16.5,11.5,5.0,26.9,6.4,0.583,16.144927536231883,3.050724637681159,2.3043478260869565,0.4855072463768116,0.6666666666666666,5.173913043478261
Tony Bradley,82.0,240.0,269.0,38.0,23.0,97.0,98.0,25.0,22.0,10.0,0.619,-999.0,0.573,3.1,2.1,1.0,20.7,7.9,0.59,7.078947368421052,0.6052631578947368,0.6578947368421053,0.5789473684210527,0.2631578947368421,5.131578947368421
Mike Conley,73.0,180.0,441.0,39.0,238.0,107.0,27.0,86.0,10.0,87.0,0.694,0.304,0.518,6.1,2.7,3.4,-999.0,-999.0,0.584,11.307692307692308,6.102564102564102,2.2051282051282053,0.2564102564102564,2.230769230769231,3.435897435897436
Jordan Clarkson,77.0,193.0,1433.0,93.0,249.0,236.0,74.0,254.0,26.0,87.0,0.805,0.322,0.44,10.1,6.9,3.2,27.8,3.5,0.548,15.408602150537634,2.6774193548387095,2.7311827956989245,0.27956989247311825,0.9354838709677419,3.333333333333333
Ed Davis,82.0,225.0,562.0,61.0,44.0,321.0,149.0,86.0,129.0,24.0,0.623,-999.0,0.548,7.2,2.6,4.6,19.2,-999.0,0.572,9.21311475409836,0.7213114754098361,1.4098360655737705,2.1147540983606556,0.39344262295081966,7.704918032786885
Rayjon Tucker,77.0,210.0,1081.0,98.0,113.0,333.0,70.0,151.0,28.0,67.0,0.756,0.414,0.505,9.4,6.1,3.3,20.9,2.6,0.637,11.03061224489796,1.153061224489796,1.5408163265306123,0.2857142857142857,0.6836734693877551,4.112244897959184
Nigel Williams-Goss,75.0,185.0,1536.0,100.0,496.0,440.0,69.0,258.0,13.0,133.0,0.806,0.331,0.464,13.6,8.0,5.6,24.7,5.6,0.546,15.36,4.96,2.58,0.13,1.33,5.09
Troy Brown Jr.,0.0,-999.0,700.0,118.0,36.0,-999.0,-999.0,-999.0,64.0,39.0,0.688,,0.48,-999.0,-999.0,-999.0,-999.0,-999.0,0.527,5.932203389830509,0.3050847457627119,-8.466101694915254,0.5423728813559322,0.3305084745762712,-16.93220338983051
Bradley Beal,75.0,207.0,546.0,37.0,83.0,199.0,50.0,79.0,31.0,51.0,0.769,0.339,0.445,5.7,3.6,2.1,23.0,8.4,0.575,14.756756756756756,2.2432432432432434,2.135135135135135,0.8378378378378378,1.3783783783783783,6.72972972972973
Rui Hachimura,80.0,230.0,1230.0,102.0,81.0,341.0,111.0,120.0,50.0,60.0,0.746,0.316,0.579,12.4,7.8,4.6,26.9,8.0,0.629,12.058823529411764,0.7941176470588235,1.1764705882352942,0.49019607843137253,0.5882352941176471,4.431372549019608
Thomas Bryant,82.0,245.0,842.0,69.0,84.0,282.0,146.0,136.0,84.0,43.0,0.718,0.373,0.592,8.2,5.5,2.7,22.2,6.8,0.648,12.202898550724637,1.2173913043478262,1.9710144927536233,1.2173913043478262,0.6231884057971014,6.202898550724639
Moritz Wagner,82.0,210.0,1114.0,107.0,57.0,356.0,128.0,126.0,40.0,83.0,0.698,0.385,0.547,10.7,6.4,4.3,24.7,7.2,0.633,10.411214953271028,0.5327102803738317,1.1775700934579438,0.37383177570093457,0.7757009345794392,4.5233644859813085
Gary Payton II,76.0,180.0,2172.0,120.0,938.0,-999.0,-999.0,396.0,63.0,321.0,0.684,0.369,0.485,-999.0,-999.0,-999.0,-999.0,-999.0,0.559,18.1,7.816666666666666,3.3,0.525,2.675,-16.65
Admiral Schofield,78.0,241.0,1570.0,132.0,177.0,536.0,168.0,188.0,47.0,88.0,0.763,0.387,0.458,12.2,6.9,5.3,24.2,5.6,0.556,11.893939393939394,1.3409090909090908,1.4242424242424243,0.3560606060606061,0.6666666666666666,5.333333333333333
Shabazz Napier,73.0,180.0,1959.0,143.0,646.0,475.0,101.0,350.0,30.0,251.0,0.813,0.375,0.411,20.2,12.8,7.4,24.0,8.5,0.562,13.6993006993007,4.5174825174825175,2.4475524475524475,0.2097902097902098,1.7552447552447552,4.027972027972028
Jerome Robinson,76.0,195.0,947.0,113.0,206.0,109.0,17.0,175.0,68.0,95.0,0.741,0.375,0.44,10.0,5.1,4.8,-999.0,-999.0,0.557,8.380530973451327,1.823008849557522,1.5486725663716814,0.6017699115044248,0.8407079646017699,1.1150442477876106
Johnathan Williams,74.0,185.0,7.0,14.0,1.0,1.0,1.0,3.0,0.0,1.0,,0.5,0.25,0.0,0.0,0.0,-999.0,-999.0,0.391,0.5,0.07142857142857142,0.21428571428571427,0.0,0.07142857142857142,0.14285714285714285
John Wall,76.0,195.0,616.0,37.0,241.0,129.0,30.0,149.0,19.0,66.0,0.754,0.325,0.461,6.3,3.7,2.6,25.7,-999.0,0.562,16.64864864864865,6.513513513513513,4.027027027027027,0.5135135135135135,1.7837837837837838,4.297297297297297
Jerian Grant,77.0,203.0,1739.0,119.0,690.0,296.0,47.0,266.0,37.0,175.0,0.79,0.345,0.436,18.4,13.9,4.5,23.1,6.9,0.563,14.61344537815126,5.798319327731092,2.235294117647059,0.31092436974789917,1.4705882352941178,2.8823529411764706
Jarrod Uthoff,81.0,210.0,1298.0,100.0,121.0,431.0,148.0,104.0,177.0,81.0,0.795,0.383,0.45,13.0,7.6,5.4,24.0,10.7,0.557,12.98,1.21,1.04,1.77,0.81,5.789999999999999
